File,Skills
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_122\Recommendation_From_ID_54.txt,"['customer service', 'small business accounting', 'account receivable', 'tax preparation', 'financial datum', 'team orient', 'accounting', 'accounting', 'managing financial', 'accounting', 'proactive', 'operations', 'collaborate', 'logistics', 'nature', 'reliability', 'professional']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_121\Recommendation_From_ID_704.txt,"['information technology', 'real estate', 'real estate investment', 'network management', 'information technology', 'commercial', 'collaborating', 'system administrator', 'operations', 'system security', 'professional', 'infrastructure', 'troubleshooting', 'proactive', 'mitigate', 'cybersecurity', 'echoes']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_120\Recommendation_From_ID_444.txt,"['supply chain', 'inventory management', 'supply chain', 'decision make', 'problem solve', 'cost reduction', 'asset management', 'control', 'logistics', 'aviation', 'coordinating', 'procurement', 'logistics', 'operations', 'maintain', 'manage', 'analytical thinking', 'proactive', 'continuous improvement', 'logistics']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_122\Recommendation_From_ID_650.txt,"['small business accounting', 'account receivable', 'tax preparation', 'financial statement', 'microsoft office', 'accounting system', 'investment', 'accountant', 'collaborating', 'accountant', 'accounting', 'reliability', 'reconciliations', 'proactive', 'accounting']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_12\Recommendation_From_ID_10.txt,"['client service', 'regulatory compliance', 'project management', 'operations manager', 'account manager', 'leadership', 'managing teams', 'banking', 'cross functional teams', 'account manager', 'account manager', 'manager effectively', 'sales', 'accountability', 'industry', 'collaborative', 'account manager', 'analytical', 'leadership']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_120\Recommendation_From_ID_787.txt,"['production process', 'supply chain', 'supply chain management', 'strategic planning', 'team build', 'operation management', 'operations', 'work environment', 'operator', 'aviation', 'logistics', 'effectively managing', 'managing resources', 'managing resources', 'streamline', 'operations', 'track', 'negotiating contracts', 'aviation', 'team performance', 'continuous improvements', 'professional', 'analytical', 'personable', 'nature', 'collaboration']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_121\Recommendation_From_ID_465.txt,"['information technology', 'disaster recovery', 'LAN', 'position', 'professional', 'managing', 'combat operations', 'accountability', 'leadership', 'system administrator', 'systems administrator', 'managing', 'troubleshooting', 'cybersecurity', 'managing', 'professionals', 'exhibit', 'collaboration']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_122\Recommendation_From_ID_707.txt,"['manage account', 'account payable', 'month end closing', 'small business accounting', 'tax preparation', 'financial statement', 'accountant', 'accountant', 'receivable', 'reconciliations', 'workflow', 'accountant', 'cultivated', 'integrating', 'adapting', 'accounting analysis', 'accounting principles']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_122\Recommendation_From_ID_857.txt,"['financial statement', 'regulatory compliance', 'team orient', 'professional', 'accountant', 'accounting', 'financial transactions', 'managing', 'accounts', 'account', 'reconciliations', 'professional', 'reliability', 'proactive', 'landscapes', 'illustrate', 'accountant']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_123\Recommendation_From_ID_706.txt,"['customer service', 'banking', 'research', 'industry', 'banking', 'proactively', 'maintaining', 'small business', 'banking', 'operations', 'customer interactions', 'instrumental', 'banking', 'professional', 'reflect', 'banking', 'manager', 'track', 'english', 'spanish', 'banking']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_124\Recommendation_From_ID_163.txt,"['student engagement', 'relationship building', 'customer service', 'problem solve', 'leadership', 'authentic', 'positive', 'learning environment', 'professional', 'framer', 'communication', 'drawing', 'multitask']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_124\Recommendation_From_ID_329.txt,"['curriculum development', 'lesson planning', 'student development', 'cultivated', 'supportive learning', 'learning environment', 'learning environment', 'levels', 'authentic', 'innovative', 'centered', 'teaching', 'communication skills', 'instructional', 'developing intervention', 'professional development', 'leadership', 'landscape']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_124\Recommendation_From_ID_316.txt,"['language art', 'art education', 'positive behavior support', 'operational excellence', 'team orient', 'educational leadership', 'leadership', 'community', 'coordinated', 'teaching', 'leadership', 'professional', 'innovative', 'student learning', 'levels', 'collaborating', 'authentic', 'community', 'drive instruction', 'collaborative', 'leadership', 'industry']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_126\Recommendation_From_ID_780.txt,"['psychology', 'sociology', 'analytical', 'vulnerable', 'ad', 'reflecting', 'social responsibility', 'communication', 'professional', 'community', 'human']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_125\Recommendation_From_ID_573.txt,"['problem solve', 'strategic planning', 'child care', 'child care', 'care industry', 'collaborating', 'managing operations', 'communication', 'positive', 'activities', 'physical', 'operations', 'managing', 'operations', 'professionals']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_126\Recommendation_From_ID_89.txt,"['public health', 'seasoned', 'disability', 'community', 'treatment plans', 'resourceful', 'psychological', 'social', 'communities', 'ad', 'investigations', 'collaborative', 'coupled', 'communication skills', 'professional']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_125\Recommendation_From_ID_582.txt,"['operational efficiency', 'customer service', 'customer satisfaction', 'professional fitness', 'personal', 'operations', 'integrating', 'innovative', 'high performance', 'high performance', 'performance teams', 'equally', 'prioritizes', 'targets', 'leadership', 'professional', 'collaboration', 'reinforced', 'communication', 'adaptability', 'visionary', 'leadership', 'track']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_125\Recommendation_From_ID_208.txt,"['customer service', 'exercise science', 'customer satisfaction', 'process optimization', 'customer service', 'service delivery', 'facility management', 'customer engagement', 'operational excellence', 'personal trainer', 'professional', 'managing', 'personal', 'training programs', 'maintain', 'community', 'regimens', 'operational', 'team building', 'leadership', 'high performance', 'high performance', 'performance teams', 'personal', 'painting']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_127\Recommendation_From_ID_263.txt,"['cash management', 'detail orient', 'job cost', 'accounting system', 'financial management', 'professional responsibility', 'general accountant', 'accountant', 'accounting', 'operations', 'financial reporting', 'accountant', 'managed', 'accounting functions', 'installation', 'illustrated', 'community organizations', 'leadership', 'addition']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_127\Recommendation_From_ID_259.txt,"['job cost', 'accounting system', 'operational efficiency', 'strategic decision make', 'decision make', 'accountant', 'collaborating', 'accountant', 'professional', 'accounting', 'accounting functions', 'installation', 'managing accounting', 'coupled', 'communication skills', 'industry', 'maintaining', 'collaboration']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_127\Recommendation_From_ID_763.txt,"['job cost', 'financial system', 'accounting system', 'local area network', 'strategic planning', 'accountant', 'track', 'accounting functions', 'management', 'installing', 'integrating', 'adaptability', 'accountant', 'small business', 'communication', 'accounting', 'leadership', 'community organizations', 'operations', 'accounting']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_127\Recommendation_From_ID_299.txt,"['financial management', 'accounting system', 'job cost', 'business administration', 'accountant', 'government', 'sharpened', 'integrity', 'accounting practices', 'financial transactions', 'accounts', 'managing team', 'best practices', 'accountant', 'managing accounting', 'accounting functions', 'accounting functions', 'accounting', 'professionalism', 'proactive']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_127\Recommendation_From_ID_615.txt,"['general ledger', 'accounting system', 'professionalism', 'accountant', 'accounting', 'accounting practices', 'accounts', 'processing payroll', 'managing', 'accounting', 'accountant', 'accounting', 'leadership', 'communication skills', 'teamwork', 'professionals', 'managing', 'finances', 'accounting', 'reflect', 'positively']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_128\Recommendation_From_ID_706.txt,"['account receivable', 'customer service', 'manage account', 'account receivable', 'process improvement', 'customer satisfaction', 'operational efficiency', 'analytical skill', 'banking', 'research', 'professional', 'analytical', 'treasury', 'managing teams', 'stakes', 'positions']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_127\Recommendation_From_ID_246.txt,"['financial management', 'cash flow', 'cash flow management', 'external auditor', 'job cost', 'accounting system', 'organizational skill', 'SEC', 'professionals', 'accounting', 'accountant', 'financial reporting', 'analytical', 'communication', 'interacted', 'accountant', 'managing', 'accounting', 'accounting functions', 'accounting functions', 'reflecting', 'adaptability', 'technological integration', 'collaboration', 'accountant', 'track', 'professional', 'accounting']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_129\Recommendation_From_ID_445.txt,"['mental health', 'crisis intervention', 'financial management', 'operational efficiency', 'vulnerable', 'advocacy', 'resource', 'advocacy', 'social', 'community', 'finance', 'analytical', 'streamline', 'professionals', 'positive']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_128\Recommendation_From_ID_335.txt,"['account receivable', 'analytical skill', 'operational efficiency', 'problem solve', 'customer satisfaction', 'operational efficiency', 'professional', 'managing', 'bank', 'operations', 'communication', 'financial transactions', 'maintaining', 'track', 'service excellence', 'banking', 'positively']"
